time, px, py, pz, qx, qy, qz, qw
4.66018, 0.572937, -0.623486, 1.59376, 0.00114432, -0.0352109, 0.708468, 0.704863
4.68078, 0.572953, -0.623692, 1.59329, 0.000210507, -0.0356947, 0.708312, 0.704996
4.70036, 0.572816, -0.623879, 1.59281, -0.000185118, -0.0357934, 0.708455, 0.704848
4.72067, 0.572541, -0.623874, 1.59248, 0.00208102, -0.0348239, 0.70855, 0.704797
4.74066, 0.572345, -0.623995, 1.59204, 0.00247311, -0.0349243, 0.708645, 0.704696
4.76081, 0.572274, -0.62412, 1.59168, 0.00237798, -0.0351468, 0.70873, 0.704599
4.78075, 0.572485, -0.624226, 1.59145, 0.00150313, -0.0364013, 0.708567, 0.704703
4.80026, 0.572506, -0.624289, 1.5909, 0.00113873, -0.036765, 0.708442, 0.70481
4.82007, 0.57234, -0.624455, 1.59025, 0.000361669, -0.0363963, 0.708568, 0.704703
4.84059, 0.572192, -0.624526, 1.58996, 0.0017164, -0.0355724, 0.708598, 0.704713
4.8607, 0.572312, -0.624665, 1.58952, 0.0012313, -0.0358724, 0.708631, 0.704666
4.88082, 0.57223, -0.624732, 1.58904, 0.000900903, -0.0359458, 0.70865, 0.704643
4.90036, 0.572319, -0.624769, 1.58875, 0.000513413, -0.0372222, 0.708479, 0.704749
4.92013, 0.57251, -0.624856, 1.58843, 0.000733751, -0.0374291, 0.708291, 0.704927
4.94071, 0.572438, -0.62494, 1.58805, 0.000413584, -0.0374227, 0.708366, 0.704852
4.96087, 0.57227, -0.624983, 1.58762, 0.0012354, -0.0369933, 0.708206, 0.705035
4.9803, 0.572288, -0.625144, 1.5873, 0.00104951, -0.0362974, 0.708261, 0.705016
5.00047, 0.572407, -0.6253, 1.58712, 0.000594869, -0.0361586, 0.70819, 0.705095
5.02058, 0.572425, -0.625303, 1.58689, 0.000811313, -0.0369422, 0.707956, 0.705289
5.04007, 0.57236, -0.625349, 1.58661, 0.00150771, -0.036745, 0.707847, 0.705408
5.06071, 0.572371, -0.625394, 1.58655, 0.00138632, -0.0371359, 0.707855, 0.70538
5.08077, 0.572446, -0.625541, 1.58637, 0.00120987, -0.03725, 0.707746, 0.705483
5.10028, 0.572414, -0.62561, 1.58622, 0.00168771, -0.0369516, 0.707679, 0.705565
5.12071, 0.572399, -0.625766, 1.58613, 0.00136273, -0.0366169, 0.707785, 0.705477
5.14066, 0.572519, -0.625819, 1.58626, 0.00155773, -0.0375885, 0.707839, 0.705372
5.16073, 0.57258, -0.62602, 1.58623, 0.00201076, -0.0369431, 0.707879, 0.705364
5.18017, 0.572535, -0.626021, 1.58637, 0.00177886, -0.0376536, 0.707978, 0.705227
5.20026, 0.572498, -0.626254, 1.5863, 0.00115926, -0.0374138, 0.707806, 0.705415
5.22022, 0.572715, -0.62642, 1.58649, 0.000481267, -0.0380725, 0.707545, 0.705642
5.23999, 0.572767, -0.626672, 1.58649, 0.000118062, -0.0374221, 0.70747, 0.705752
5.2607, 0.572763, -0.626713, 1.58668, 0.00022975, -0.037948, 0.707655, 0.705538
5.28041, 0.57275, -0.626965, 1.58684, 0.000883044, -0.0365258, 0.707626, 0.705642
5.30032, 0.572827, -0.627106, 1.58716, 0.00026016, -0.0366991, 0.707661, 0.705598
5.32041, 0.572962, -0.627362, 1.5874, -0.00034359, -0.0369283, 0.707435, 0.705813
5.34074, 0.573004, -0.627452, 1.58782, -1.23183e-05, -0.0374904, 0.707303, 0.705916
5.36003, 0.57301, -0.627737, 1.58806, -0.000143012, -0.0369439, 0.707298, 0.70595
5.38024, 0.573067, -0.627794, 1.5886, 0.000192243, -0.0379707, 0.707353, 0.70584
5.40028, 0.573046, -0.628026, 1.58906, 0.000351715, -0.0368372, 0.707437, 0.705816
5.42065, 0.572941, -0.628199, 1.5894, 0.000628816, -0.0361728, 0.707432, 0.705855
5.44056, 0.573136, -0.628487, 1.58994, -0.000274172, -0.0367938, 0.707305, 0.70595
5.46069, 0.573186, -0.628595, 1.5906, 0.000570033, -0.0369947, 0.707312, 0.705933
5.48068, 0.573199, -0.628887, 1.5911, 5.23513e-05, -0.0367556, 0.707059, 0.706199
5.50023, 0.573284, -0.628972, 1.5918, -0.000165147, -0.0379177, 0.706882, 0.706314
5.52014, 0.573354, -0.62917, 1.59247, -0.000118795, -0.0368975, 0.706713, 0.706537
5.54072, 0.573197, -0.629273, 1.59302, 0.000563423, -0.0357615, 0.706582, 0.706727
5.5604, 0.573227, -0.629666, 1.5934, -0.000665093, -0.0352755, 0.706427, 0.706906
5.58, 0.573317, -0.629625, 1.59429, 0.000590383, -0.035919, 0.706464, 0.706837
5.60035, 0.573303, -0.629837, 1.59469, 0.0010057, -0.0347727, 0.706431, 0.706926
5.62061, 0.573197, -0.629915, 1.59525, 0.000681917, -0.0354913, 0.706588, 0.706734
5.64067, 0.573274, -0.630113, 1.59571, 0.00107948, -0.0346322, 0.706464, 0.7069
