time, px, py, pz, qx, qy, qz, qw
4.08067, -1.02242, 0.978959, 1.58082, -0.0186096, 0.000312294, 0.704782, 0.70918
4.10027, -1.0287, 0.985374, 1.58111, -0.0178353, -0.000634188, 0.705249, 0.708735
4.12063, -1.03485, 0.991169, 1.58162, -0.0189774, -0.00116277, 0.705279, 0.708675
4.14017, -1.04112, 0.997389, 1.5822, -0.0180216, -0.00182584, 0.704832, 0.709143
4.16065, -1.04741, 1.00317, 1.58189, -0.0195682, -0.000530856, 0.705027, 0.70891
4.18059, -1.05392, 1.00951, 1.58253, -0.0179637, -0.0012871, 0.705768, 0.708214
4.20001, -1.06003, 1.01532, 1.58302, -0.0186073, -0.00155345, 0.705629, 0.708336
4.22067, -1.06666, 1.02157, 1.58323, -0.0169232, -0.000327167, 0.705271, 0.708735
4.24036, -1.07274, 1.0275, 1.58301, -0.0187891, -2.4319e-05, 0.70557, 0.708391
4.26062, -1.07925, 1.03371, 1.58353, -0.0174969, -0.000232114, 0.705666, 0.708329
4.28073, -1.08527, 1.03969, 1.58391, -0.0182179, 0.000110427, 0.70562, 0.708357
4.3002, -1.09167, 1.04574, 1.58386, -0.0196056, 0.000301186, 0.705337, 0.708601
4.32059, -1.09777, 1.05207, 1.58417, -0.0188992, -0.000217848, 0.705871, 0.708088
4.34055, -1.10368, 1.05793, 1.58474, -0.0217247, -0.00228106, 0.706316, 0.707559
4.36061, -1.11017, 1.06424, 1.58527, -0.0197232, -0.0013443, 0.705678, 0.708257
4.38013, -1.11641, 1.07026, 1.5852, -0.0202763, -0.000436703, 0.705857, 0.708064
4.40057, -1.12274, 1.07656, 1.58583, -0.0193585, -0.000958826, 0.706124, 0.707823
4.42016, -1.1288, 1.08275, 1.58692, -0.01938, -0.00242726, 0.706029, 0.707914
4.44031, -1.1351, 1.08898, 1.58726, -0.019354, -0.0020569, 0.705668, 0.708276
4.46061, -1.14128, 1.09513, 1.58742, -0.0196063, -0.00142221, 0.706128, 0.707811
4.48068, -1.14765, 1.1013, 1.58834, -0.0191513, -0.00201582, 0.706255, 0.707696
4.50069, -1.15383, 1.10734, 1.58916, -0.0186988, -0.00179381, 0.706278, 0.707685
4.52016, -1.16004, 1.11354, 1.58943, -0.0197631, -0.00212987, 0.706283, 0.70765
4.54059, -1.1664, 1.11991, 1.5898, -0.019467, -0.00202237, 0.70688, 0.707063
4.56057, -1.17262, 1.1262, 1.59044, -0.0190219, -0.00252545, 0.706688, 0.707265
4.5803, -1.17889, 1.13219, 1.59057, -0.0196954, -0.00129917, 0.706541, 0.707397
4.60068, -1.1849, 1.13851, 1.59102, -0.0205589, -0.00231288, 0.706336, 0.707575
4.62047, -1.19088, 1.14455, 1.59146, -0.0218733, -0.00306661, 0.706591, 0.707277
4.64005, -1.19748, 1.15102, 1.59243, -0.0197118, -0.00320867, 0.706621, 0.70731
4.66063, -1.20383, 1.15701, 1.593, -0.0211791, -0.00340627, 0.70661, 0.707278
4.68056, -1.2104, 1.16357, 1.59351, -0.0189041, -0.00279971, 0.707296, 0.706659
4.70067, -1.21657, 1.16955, 1.59423, -0.0202495, -0.00354545, 0.707553, 0.706361
4.72048, -1.22313, 1.17581, 1.59496, -0.0208132, -0.00407176, 0.708017, 0.705877
4.74057, -1.2298, 1.18223, 1.59532, -0.0187838, -0.00249576, 0.707373, 0.706586
4.76058, -1.23607, 1.18845, 1.59544, -0.0189489, -0.00159627, 0.707927, 0.70603
4.77995, -1.24241, 1.19455, 1.5963, -0.0191491, -0.0019643, 0.707948, 0.706002
4.80041, -1.24889, 1.20085, 1.59698, -0.01903, -0.00205293, 0.707844, 0.70611
4.82073, -1.25512, 1.20699, 1.59708, -0.0210832, -0.00209486, 0.708013, 0.705881
4.84064, -1.26167, 1.21342, 1.59756, -0.0194425, -0.00145747, 0.708392, 0.70555
4.86059, -1.26789, 1.21942, 1.59805, -0.0206292, -0.00181647, 0.708085, 0.705823
4.88065, -1.27442, 1.22591, 1.59846, -0.0201144, -0.0017303, 0.707895, 0.706029
4.90035, -1.2806, 1.23199, 1.59865, -0.0216008, -0.0018374, 0.708071, 0.705809
4.9206, -1.28701, 1.23824, 1.59917, -0.0219773, -0.00236437, 0.708925, 0.704937
4.94054, -1.29353, 1.24457, 1.60019, -0.020658, -0.00262283, 0.708321, 0.705583
4.96058, -1.29995, 1.25083, 1.60074, -0.0215369, -0.00311491, 0.708069, 0.705808
4.98002, -1.30633, 1.25728, 1.60131, -0.0203604, -0.00339668, 0.708425, 0.705484
5.00066, -1.31265, 1.26343, 1.60239, -0.0212808, -0.00511361, 0.708787, 0.705082
5.02064, -1.31965, 1.26983, 1.60335, -0.0189277, -0.00426184, 0.708817, 0.705125
5.04063, -1.3262, 1.27594, 1.60364, -0.0191414, -0.0035198, 0.708913, 0.705027
5.06048, -1.33302, 1.28239, 1.6042, -0.0185047, -0.00367041, 0.709788, 0.704162
5.08084, -1.33955, 1.28859, 1.605, -0.0202952, -0.00499676, 0.710285, 0.703604
5.10078, -1.3463, 1.29468, 1.60501, -0.0197387, -0.00236084, 0.709542, 0.704382
5.12075, -1.35294, 1.30091, 1.60487, -0.0194954, -0.000527366, 0.709833, 0.7041
5.14021, -1.35944, 1.30737, 1.60605, -0.0191831, -0.00294199, 0.710282, 0.70365
5.16061, -1.36628, 1.31324, 1.60652, -0.0189462, -0.00136866, 0.710209, 0.703735
5.18082, -1.37317, 1.31972, 1.60697, -0.0188973, -0.00199815, 0.710101, 0.703844
5.20057, -1.37947, 1.32572, 1.60697, -0.0209221, -0.00191775, 0.710591, 0.703292
5.22061, -1.38619, 1.33224, 1.60776, -0.0193737, -0.00269056, 0.710562, 0.703362
5.24017, -1.39268, 1.33812, 1.60782, -0.0203482, -0.00129836, 0.710197, 0.703708
5.26067, -1.39935, 1.34456, 1.60806, -0.0198649, -0.0015272, 0.71032, 0.703597
5.27994, -1.40591, 1.35073, 1.60863, -0.0196007, -0.00178066, 0.710731, 0.703188
5.30066, -1.41263, 1.35713, 1.60972, -0.0187794, -0.00310075, 0.7106, 0.703339
5.32049, -1.41915, 1.36313, 1.60997, -0.0203178, -0.00285428, 0.710086, 0.703816
5.34061, -1.42559, 1.36912, 1.60988, -0.0221371, -0.00223815, 0.710881, 0.702961
5.36063, -1.43225, 1.37583, 1.61132, -0.0198688, -0.00455284, 0.710731, 0.703168
5.38059, -1.43907, 1.3817, 1.6117, -0.0208036, -0.00357672, 0.711093, 0.702781
5.40059, -1.44569, 1.38813, 1.61203, -0.0193456, -0.00290454, 0.710547, 0.703378
5.41991, -1.4526, 1.39431, 1.61208, -0.0187775, -0.00159061, 0.710592, 0.703352
5.44047, -1.45906, 1.40055, 1.61281, -0.0186099, -0.00244821, 0.710907, 0.703035
5.46049, -1.46592, 1.40657, 1.61296, -0.0192885, -0.00140757, 0.71038, 0.703553
5.48018, -1.47266, 1.41278, 1.61263, -0.0202602, -0.000353523, 0.710578, 0.703326
5.50073, -1.47946, 1.41907, 1.61305, -0.0194666, -0.000556959, 0.710939, 0.702984
5.5207, -1.48589, 1.42528, 1.61356, -0.020278, -0.00225029, 0.711118, 0.702776
5.54039, -1.49264, 1.43138, 1.61329, -0.0216424, -0.0016073, 0.710778, 0.703081
5.56065, -1.49991, 1.43784, 1.61302, -0.0192227, 0.000443646, 0.710723, 0.703209
5.58056, -1.5064, 1.44388, 1.61318, -0.0199683, -0.000279106, 0.710996, 0.702913
5.60072, -1.51315, 1.45025, 1.61367, -0.0196649, -0.00119453, 0.710478, 0.703444
5.62054, -1.51965, 1.45635, 1.61349, -0.0206187, -0.000898128, 0.710086, 0.703812
